Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,predicted_label
@NphcdaNG @NGRPresident @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo I just hope our Nigerian Politicians will not loot this vaccine and use it as souvenir and palliative in the forth coming election. Looting is in their DNA,0.0,0.0,0.0,0.0,English,Twitter,michaeldpoet,United States,2021,3,3,7,14,Wednesday,SYN_028471f1c411e990,Synthetic_ID,Factual
@aproko_doctor @theniyi We wont pay for the vaccines. We will pay to be vaccinated.,0.0,4.0,13.0,0.0,English,Twitter,jamesagada,Lagos Nigeria,2021,3,1,19,48,Monday,SYN_6dd1f5dcd19a9375,Synthetic_ID,Factual
"those are cases....every year illness and cases circulate and don't need to name the yearly spread of something.   You body know what to do again dies need a name, you get a fever...your body clean it up. 
. Death by illness had declined over 90% before vaccines were ever introduced all illnesses had the same decline in death whether a vaccine or not.  More people are dying from the vaccine than they would be from this illness.  And it's injuring millions every year.  FYI measles was a normal childhood illness in 1962 before they ever introduced the vaccine",0.0,0.0,1.0,81.0,English,Facebook,Jill Zurovsky Hawkins,"Austin, Texas",2025,11,3,17,38,Monday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzEzMDA1OTI4NTc2MTc0OTA=,Platform_ID,Uncertain
"@VigilantFox Covid = Red China's exported duty free germ warfare, assistance by Fauci with U.S. tax funds and the far-left Democrats, comrades with nuclear weapons threatening communist controlled mainland China.",0.0,0.0,0.0,21.0,English,Twitter,Geostrategic777,NYC ,2023,4,12,6,41,Wednesday,SYN_1a01ee36d6daed8f,Synthetic_ID,Uncertain
"POLIO = DDT, VAXINES CAUSE POLIO AND ARTISM",0.0,0.0,1.0,81.0,English,Facebook,Jay Gee,Nigeria,2024,5,30,10,32,Thursday,Y29tbWVudDoxMTE5ODU1NDY2ODQwNTA5XzEwNTMxNzkwMzAwMDQ5MDk=,Platform_ID,Uncertain
"Nothing helps crooked Big Pharma sell vaccines better than Fear Mongering $$$$

The TRUTH about POLIO 
- 95% of people infected with the polio virus had no symptoms, didn't get sick, and were completely fine
- 4% infected had only minor, flu-like symptoms and recovered
- Less than 1% experience any paralysis, and only a tiny fraction of that 1% suffer long-term paralysis
- the majority of paralysis cases were actually caused by the polio vaccine and the neurotoxin pesticide DDT that was sprayed in schools, pools, on food, and on children
- DDT caused damage to the anterior horn cells of the spinal cord, leading to paralysis. In other words, it produces symptoms clinically identical to paralytic polio
- Cutter Incident, A bad batch of the polio vaccine, containing live polio virus that was not properly “killed,” was injected into children. It caused over 40,000 cases of polio, leaving 200 children permanently paralyzed and 10 dead
- the other batches of polio vaccines injected into Americans were grown on kidney cells from rhesus monkeys contaminated with the SV40 monkey virus that can cause cancer decades later

https://learntherisk.org/vaccines/ingredients/
https://learntherisk.org/vaccines/studies/",0.0,0.0,1.0,81.0,English,Facebook,Aaron Buse,Nigeria,2024,6,3,6,2,Monday,Y29tbWVudDoxMjY0MzE0NzkyMzk0NTc1XzExNjA5ODMxNzg3MDAyMDY=,Platform_ID,Factual
"@aproko_doctor MALARIA VACCINE IS ALL FOR EXPERIMENT!
An important vector for malaria in parts of the Americas. Oxitec, funding from the Gates Foundation, has been working on developing a strain to combat this mosquito in regions where it's prevalent.
They create the problem and fake solutions https://t.co/Yr5v5x9EDX",0.0,1.0,9.0,684.0,English,Twitter,wabiyeomunguye,"Vancouver, British Columbia",2024,11,28,18,58,Thursday,SYN_2feb243ff169f6cf,Synthetic_ID,Factual
"The place they gave my baby BCG on the hand is now very strong, what should I apply on it?",0.0,0.0,1.0,81.0,English,Facebook,Mhiz Chebella,United States,2024,9,3,17,35,Tuesday,Y29tbWVudDo2ODcxNDE1Njc2MzY2NjJfMTIxMTUwNjI3NDMyMjg5NQ==,Platform_ID,Uncertain
No but I got covid three times after getting vaccinated 🤦‍♂️,0.0,0.0,1.0,81.0,English,Facebook,Steven Wolf,"Berlin, Deutschland",2024,11,28,8,38,Thursday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzEzMDMzNjQxMjEwMjU4NzI=,Platform_ID,Uncertain
That's not how to hold vaccines.. The cold chain has been destructed.. Our hands are warm and that destroys vaccine potency..choose wisely next time.,0.0,0.0,1.0,81.0,English,Facebook,Mirriam Mimi,Nigeria,2024,9,4,5,55,Wednesday,Y29tbWVudDo5MjM5MDczODY1Nzg1NDRfMTMwMDc3NjczNzg1MDYxNg==,Platform_ID,Uncertain
"Congratulations, happy survival dear. So, polio can cause such damage?. I just learnt.",0.0,0.0,1.0,81.0,English,Facebook,Divine Joseph,Australia/USA,2023,6,10,20,46,Saturday,Y29tbWVudDozMjE1NzQ4Mjc0NzIwMDg3M182Nzg2Mjg4NzgyNjQ4MjM=,Platform_ID,Uncertain
Between 1961-1976 he reported all 140 cases were caused by the vaccine.,0.0,0.0,1.0,81.0,English,Facebook,Bl Lewis,mexico,2025,11,3,22,22,Monday,Y29tbWVudDo4MTk4NzY5NzA5ODU1MjZfMTg4MDQ4ODE4OTIxMzIzMA==,Platform_ID,Uncertain
"@dudeitsokay You prick, home pets are vaccinated unlike you who needs to be in a straight jacket",1.0,0.0,4.0,157.0,English,Twitter,earthkitchen,"Bangalore, India",2025,10,21,17,8,Tuesday,SYN_936fc5cae8bdb5f3,Synthetic_ID,Uncertain
"@aproko_doctor In some cases the parents didn't forget, the health center doesn't have the complete doses 
Please if the nearest health center to you doesn't have a particular vaccine, try and go to bigger hospitals like the teaching hospital",4.0,1.0,19.0,5770.0,English,Twitter,MandSandC,"Ilorin, Nigeria",2025,11,6,12,22,Thursday,SYN_d0bc355015ce1428,Synthetic_ID,Factual
"@NigeriaGov Very good, but it has to be Pfizer or moderna, not at all with Oxford-Astrazeneca.",0.0,0.0,0.0,0.0,English,Twitter,OEgbevurie,Australia,2021,4,1,16,1,Thursday,SYN_40bb2ea9e29e08ea,Synthetic_ID,Uncertain
@NafdacAgency Please @NafdacAgency it is time you guys SHUT DOWN THE ENTIRE MARKET like you did in Onitsha. The same treatment must be meted out to offenders. Or are you guys practicing discrimination?,0.0,0.0,0.0,25.0,English,Twitter,enyinnaya198,The Matrix,2025,2,22,0,42,Saturday,SYN_9304c34f756365ef,Synthetic_ID,Factual
"@drsanjaygupta primary doctors have all the resources in their clinics to vaccinate their patients, there are 209,000 of us...if we have at least 1000 patients each...that's 209 MILLION vaccinated!!! Why are we reinventing the wheel. GIVE US THE VACCINE!!!!",0.0,0.0,0.0,0.0,English,Twitter,asbinamira,"Hilton Head Island, SC",2021,2,7,6,53,Sunday,SYN_bafa7e8d93a045b3,Synthetic_ID,Factual
Africans needs freedom not vaccine,0.0,0.0,1.0,81.0,English,Facebook,Kingsz,Nigeria,2025,10,22,1,11,Wednesday,Y29tbWVudDo0MzAwMzgwMTA2NjY2Nzg1XzQzMDA2MDA2Njk5NzgwNjI=,Platform_ID,Uncertain
@IanCopeland5 I'm thankful that they have a vaccine now.  I wish we had a vaccine against anti-vaxxers.,1.0,0.0,3.0,74.0,English,Twitter,skysong263,Lost in a daydream,2024,12,4,3,55,Wednesday,SYN_84f9f62f42eac6f7,Synthetic_ID,Misinformation
I had a chiropractor he was from another counrty.  Contacted polio put him in a wheelchair and ruined his career.   This was the most gorgeous man I had ever seen. No lie lol,0.0,0.0,1.0,81.0,English,Facebook,Twila Barber,"Abuja, Nigeria",2024,12,4,18,1,Wednesday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5Xzg1NDkyMzI2Mzg1NDMwNw==,Platform_ID,Uncertain
"@VigilantFox Awakened sleepwalkers are questioning everything now, not just vaccines...",0.0,0.0,6.0,516.0,English,Twitter,investorAtlanta,"Atlanta, GA",2024,7,7,15,46,Sunday,SYN_2bdde7d376e956d6,Synthetic_ID,Uncertain
"Exactly what a mother ask the doctor in the clinic today.
The doctor said we should always check ✔️ back every 4weeks after the vaccine is been given.
My son was given Opv1,PENTA 1,PCV1,ROTA1 and IPV1 but I was I don't understand is that it's  three injections he was given. two on the right laps and 1on the other.",0.0,0.0,1.0,81.0,English,Facebook,Omolara Folarin,"Abuja, Nigeria",2023,12,23,15,16,Saturday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfNzg1NTM3NDA0MzA5NjA1,Platform_ID,Factual
"@NafdacAgency See drugs that are supposed to be refrigerated, even oxytocin that needs to be stored at 2-8 degrees 😭😭",2.0,2.0,5.0,1467.0,English,Twitter,highbee92,Lasgidi,2025,2,21,18,26,Friday,SYN_673d25edc8a327a8,Synthetic_ID,Factual
@NafdacAgency Ibo people with another banger,5.0,1.0,17.0,1855.0,English,Twitter,yomiable,Yoruba Country,2025,2,21,20,2,Friday,SYN_10fe8d849b1d83a7,Synthetic_ID,Factual
@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo Which history? History will be made when you produce your own Vaccine! Stop living the low life.,0.0,0.0,0.0,0.0,English,Twitter,ubongutioh,"England, United Kingdom",2021,3,3,5,41,Wednesday,SYN_96f9f15367ffba78,Synthetic_ID,Factual
"You can prevent polio by not getting vaccinated

https://scontent.fabv2-2.fna.fbcdn.net/v/t39.30808-6/571123844_24858742643787088_6025064858023109245_n.jpg?stp=dst-jpg_p118x90_tt6&_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_eui2=AeEJeUqt8saLgEr1nKsUVR0tbp56b5ih9EFunnpvmKH0QSlGHGNjIfMKFypdrJzsqKNf3FRTUfunm5a3AIhcXSyb&_nc_ohc=WRuMtlUD_J8Q7kNvwG9-lNM&_nc_oc=Adn3SQGs9X3OqqRU9Gt5BI2UOc9V5W95zg8or87eZtHxyVy42k6fkJwaQcOsNOBnmrY&_nc_zt=23&_nc_ht=scontent.fabv2-2.fna&_nc_gid=ro_1DfWpbC03NlaMQMwwpw&oh=00_Afju0c8l-YmMZNbRiiYwZWqE1rVIWCUa3c3dCKfjsLNV-A&oe=69165AED",0.0,0.0,1.0,81.0,Igbo,Facebook,Kim Brennan,Knowhere,2025,11,3,17,44,Monday,Y29tbWVudDoxMjY0MzE0NzkyMzk0NTc1XzE1MDMwNTAzMTA5Mzg2MDc=,Platform_ID,Factual
My best friends nephew got polio from the vaccine... he can't walk unassisted as an adult now... that was in 1992.,0.0,0.0,1.0,81.0,English,Facebook,Callie Ray Geary,"Guwahati, India",2025,11,6,20,7,Thursday,Y29tbWVudDoxNTYxMTE2Njc1MDgzMTMwXzI1MTE2NzIwOTI1MzkyNTM=,Platform_ID,Uncertain
"@NafdacAgency Omo.. To buy drug now, u go fear fear o",0.0,0.0,0.0,41.0,English,Twitter,OlusegunBigfish,Farmcity,2025,2,22,18,4,Saturday,SYN_f8d9231e67d85a79,Synthetic_ID,Factual
The amount of people who think polio is waiting to strike (and permanently maim or kill) at any moment those who are not vaccinated against it is staggering.,0.0,0.0,1.0,81.0,English,Facebook,Daniel James,"Isu, Nigeria",2021,3,18,19,34,Thursday,Y29tbWVudDo4MDcyMTY2NDQ5ODk0MTNfMTc3OTQ0ODkyNjc5MDM0Mg==,Platform_ID,Uncertain
"@IanCopeland5 These takes are so moronic. Just because vaccines work doesn’t mean all are created equal. We should be honest about that and educate the differences.

Also, let’s see the safety and effectiveness data. Informed consent dictates this be available. All studies done on the vaccine.",5.0,0.0,1.0,28.0,English,Twitter,coop0203,"Wisconsin, USA",2024,12,5,5,41,Thursday,SYN_81a3ae6567e8150e,Synthetic_ID,Factual
In Sweden 0 cases year after vaccin was introduced. No negative effects reported.,0.0,0.0,1.0,81.0,English,Facebook,Ronnie Johansson,"Moscow, Russia",2025,10,21,23,5,Tuesday,Y29tbWVudDoxMjY0MzE0NzkyMzk0NTc1Xzc1OTMyNTcxMDQ3MTYzNg==,Platform_ID,Uncertain
Vaccine induced polio?,0.0,0.0,1.0,81.0,English,Facebook,Ursula RN,Nigeria,2025,11,2,1,13,Sunday,Y29tbWVudDoxMjYzOTc0OTU5MDk1MjI1XzExNzA1NDUyMDE2NjYxMzc=,Platform_ID,Uncertain
Chicken pox measles and mumps in childhood,0.0,0.0,1.0,81.0,English,Facebook,Iqbal Hussain,United Kingdom,2021,2,3,5,45,Wednesday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzc2NjcwODMyNjAxMDc4Mg==,Platform_ID,Uncertain
No but I got covid three times after getting vaccinated 🤦‍♂️,0.0,0.0,1.0,81.0,English,Facebook,Steven Wolf,"Sokoto, Nigeria",2024,11,28,10,21,Thursday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzEzMDMzNjQxMjEwMjU4NzI=,Platform_ID,Uncertain
No they aren't. The vaccines prolonged the epidemics and injured millions.,0.0,0.0,1.0,81.0,English,Facebook,Scott Kibler,"Ibadan, Nigeria",2021,2,1,15,31,Monday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzEyODY1OTI0MzMyMDUwNjI=,Platform_ID,Uncertain
"Happy Father's Day to all the amazing dads out there!

Today and every day, we celebrate you for being a rock for your families, a champion of health and wellbeing, and a dedicated advocate for vaccination and immunization.

You play a vital role in keeping your families safe and https://t.co/bfbhBZacbD",0.0,0.0,2.0,49.0,English,Twitter,VaccineNet_NG,odisha,2024,6,16,16,9,Sunday,"=""1802357799202029705""",Platform_ID,Factual
"What a fantastic day at Gosa PHC for #WorldMalariaDay!  
We were excited to meet some amazing nursing mothers who brought their adorable babies for immunization. Together with the dedicated health workers, we had an amazing time sensitizing these super moms on the importance of https://t.co/X0bf4S7xqo",0.0,4.0,12.0,175.0,English,Twitter,VaccineNet_NG,UK,2024,4,25,16,57,Thursday,"=""1783525758993932398""",Platform_ID,Factual
Brought to you by Pfizer. Most of all the new cases were the 20 million illegals brought into the country. Shouldn't risk to benefits on all medicines should always be studied?,0.0,0.0,1.0,81.0,English,Facebook,John Babin,Oklahoma ,2023,6,10,15,11,Saturday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzE1NDI0MTIzNzY4ODc4NTU=,Platform_ID,Uncertain
"The simple truth of it is, I don’t trust a f thing we are told, or have been told. 
I certainly don’t trust anything the government advises or orders. 
My child hasn’t had one vaccine and I am proud that I was strong enough to withstand the goading!",0.0,0.0,1.0,81.0,English,Facebook,Dionne OO Price,Mozambique #Netherlands #Frysk,2025,6,30,21,48,Monday,Y29tbWVudDoyNTMxNjM2MDc3MTMyMzQ0OV83MDM5OTgzNjg5MjIwODg=,Platform_ID,Uncertain
Wla mo koyape? cge patoruk anang polio. Hilanat nsab ta ani,0.0,0.0,1.0,81.0,Indonesian,Facebook,Long Jacinto,"Lagos, Nigeria",2025,2,22,16,4,Saturday,Y29tbWVudDo4MTgzMzc5MzA4MDA2NjlfMTQyMzA4Njc4OTUwODQxNQ==,Platform_ID,Uncertain
"The Salk vaccine wasn't widely available until 1955, so I don't think these results are relevant.",0.0,0.0,1.0,81.0,English,Facebook,Reba Li,United Arab Emirates,2025,11,4,15,20,Tuesday,Y29tbWVudDo4MDcyMTY2NDQ5ODk0MTNfMTI3ODc2MDY0MDkzMTA2Mw==,Platform_ID,Factual
"Collaboration and dedication are key to making polio a thing of the past, and supporting rehabilitation initiatives is an integral part of this endeavor.",0.0,0.0,1.0,81.0,English,Facebook,Priyanka Diwan,Nigeria,2024,4,13,18,0,Saturday,Y29tbWVudDoxMTU0ODA3NjMwMTc0NDc4XzE1NjI3NDYxOTgyMzc1MDE=,Platform_ID,Factual
@aproko_doctor When can he receive it? He couldn't take it because he was preterm. I don ask for centers tire...they said there's iota of it in other Vaccine..he's now 10 months+,2.0,0.0,0.0,999.0,English,Twitter,t_maris1,...between Venus and Mars,2025,11,6,14,45,Thursday,SYN_32fb898d6d1c6f0a,Synthetic_ID,Factual
"@SecKennedy Unfortunate to still push vaccines of any kind on everyone. Just because you “took out the metals” doesn’t mean they’re now safe. 
“Died suddenly” exists for a reason. It’s not for the unvaxxed. 

STOP VACCINATING.",0.0,0.0,13.0,275.0,English,Twitter,chernobylfreak,"Edmonton, Alberta",2025,11,3,23,4,Monday,SYN_95ebca788194edf0,Synthetic_ID,Uncertain
Get vaccinated. Think of what the polio and smallpox vaccines did for mankind. Stop Robert Kennedy Junior.,0.0,0.0,1.0,81.0,English,Facebook,John Albert,Visakhapatnam.,2024,10,19,20,35,Saturday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfMjU1MDE2NDM4NTYwODU5NjM=,Platform_ID,Uncertain
@NafdacAgency Keep up the good work,0.0,0.0,0.0,705.0,English,Twitter,HakunaOyinz,UAE,2025,2,21,18,24,Friday,SYN_02f5f2395c00cabb,Synthetic_ID,Factual
@NafdacAgency Have you sealed the whole market now?,0.0,0.0,5.0,333.0,English,Twitter,BiluluCharles,Sweden,2025,2,21,22,1,Friday,SYN_cfe827e3be6f8785,Synthetic_ID,Factual
"@HerbalistChief If we had real governments on ground we wouldn't be waiting for others to solve our problems.

COVID vaccines were dangerous to the health of many. They just don't want to fully admit it.

We should be very careful and work on our own solutions.",0.0,0.0,0.0,47.0,English,Twitter,IdorenyinEtuk5,Switzerland,2024,12,1,18,14,Sunday,SYN_552254813200a062,Synthetic_ID,Misinformation
"@VigilantFox She was my escape from the vaccine dogma. I wanted to discuss this in 2015, not now. So I get it that this is breaking info for some. I also hope it helps them along a journey of more discovery to see who people really are.",0.0,0.0,0.0,22.0,English,Twitter,alrightyman,America,2025,3,29,5,2,Saturday,SYN_4ac17a2fce06744e,Synthetic_ID,Uncertain
@aproko_doctor IAM not even interested in getting the vaccine..,0.0,0.0,0.0,0.0,English,Twitter,chijiokemartin9,"Abuja, Nigeria",2021,3,1,15,5,Monday,SYN_9a0e7cf8974c81ee,Synthetic_ID,Factual
"@aproko_doctor @aproko_doctor how about COVID19 test, is it Free?",0.0,0.0,0.0,0.0,English,Twitter,Frank_Obiora,USA,2021,3,1,15,51,Monday,SYN_290d10319c260c23,Synthetic_ID,Factual
"@NafdacAgency Close everything down pls, close it down Abeg",1.0,0.0,0.0,295.0,English,Twitter,sammy_prestige,Lagos Odùduwà Republic,2025,2,21,20,59,Friday,SYN_fe8963e20b9c8a3e,Synthetic_ID,Factual
"I had chickenpox, but that was before there was a vaccine available, I never had mumps, I don’t believe I had measles, definitely didn’t have polio or whooping cough.",0.0,0.0,1.0,81.0,English,Facebook,Lesley Nix,"Ahmedabad, Gujarat, India",2025,3,27,4,1,Thursday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzE0OTMwNDkwMTg2NTYwMTA=,Platform_ID,Factual
@DOlusegun If you want to lie about BAT achievements do not use anything about medical /pharmaceutical research to lie.  Who told u Tinubu’s administration sponsored the research that brought the vaccine ? Do u know how the pharmaco-processes involved in such achievement and how long it can https://t.co/RZ4xpnZS4f,0.0,0.0,0.0,53.0,English,Twitter,Drsaintdikachi,"London, England",2024,4,13,16,0,Saturday,SYN_358a3800950d0ea1,Synthetic_ID,Uncertain
"@aproko_doctor Oh. I thought you've decided to have sense since I stopped seeing vaccine posts. You're still in their payroll.
Pathetic",0.0,0.0,1.0,57.0,English,Twitter,peacegotzoe,"Lagos, Nigeria",2024,11,28,10,10,Thursday,SYN_89fbc02af523d2ef,Synthetic_ID,Factual
@VigilantFox @DowdEdward I am beginning to think these doctors &amp; scientists who describe their research in terms of mRNA &amp; spike proteins are misleading us big time.I think mRNA is a bullshit story to divert our attention from the fact that Graphene Oxide is the main ingredient.,0.0,0.0,0.0,26.0,English,Twitter,MCoultre, 🌍,2023,4,11,22,3,Tuesday,SYN_7e0c121adfa6b083,Synthetic_ID,Factual
"I am not sure if I had the Salk polio vaccine injection.   I would have to look in my baby book at the vaccination notes my mom put in it.  

But I definitely remember getting the pink liquid on a sugar cube Sabin vaccine when I was a teenager.",0.0,0.0,1.0,81.0,English,Facebook,Susan Woodford Linden,"Florida, USA",2025,2,22,10,21,Saturday,Y29tbWVudDoxMzU3MzM5ODI5MzM3Mjc5Xzc5OTcwMTg5OTY4MjM4MQ==,Platform_ID,Uncertain
"@pshegs Make una run oooooo, nor take any vaccine",0.0,0.0,1.0,71.0,English,Twitter,PrinceDeus1,God's Hand ,2024,9,4,8,40,Wednesday,SYN_7b271740292d2d58,Synthetic_ID,Uncertain
@Gidi_Traffic Abi this one never know say nothing concern cow with vaccines. Since PMB de on board na only herdsmen matter de reign dem plan RUGA water resources all sort of bills fir herdsmen wey no de pay tax. Herdsmen sef no need vaccine.,1.0,0.0,0.0,0.0,English,Twitter,toniehard,Universe ,2021,2,1,16,54,Monday,SYN_2a2a35b13a39e588,Synthetic_ID,Uncertain
I've been told by  my Cancer Doctor this week that there is NO vaccine to treat my advanced bladder cancer! I have been given a prognosis of 2 yrs,0.0,0.0,1.0,81.0,English,Facebook,Patricia Brant,"Abuja, Phc, Nigeria",2022,12,14,17,35,Wednesday,Y29tbWVudDo3NzkxOTc2NjE1MzA1MDVfMTMxNzkxMDEzOTgwOTExNQ==,Platform_ID,Factual
"Polio vaccine
Polio’s resurgence: A self-inflicted epidemic

The polio vaccine was marketed as a miracle cure, but behind the scenes, it was a public health disaster.

Polio cases surged after vaccination campaigns. Massachusetts saw a 642% increase in 1955, while Vermont experienced a 266% spike—all linked to the vaccine.

By the 1970s, Dr. Jonas Salk himself admitted that the oral polio vaccine was causing polio. CDC data later confirmed that 100% of U.S. polio cases by 1989 were vaccine-induced.

Health officials changed diagnostic criteria to hide the truth. Before 1954, polio was diagnosed after 24 hours of paralysis; post-vaccine, the requirement was extended to 60 days, artificially reducing case numbers.

The oral vaccine’s live virus spread through fecal matter, infecting unvaccinated children and causing outbreaks in communities.

VAERS reports reveal 13,641 adverse events—including 540 deaths—linked to the polio vaccine in just five years.

The vaccine didn’t eradicate polio—it redefined it, replacing wild polio with vaccine-derived strains. Today, as global health agencies push new polio boosters, the question remains: Will history repeat itself?

The polio vaccine scandal is a stark reminder of what happens when corporate interests override public safety. The victims—millions of cancer patients, paralyzed children, and families destroyed—deserve justice. But will they ever get it? 

By the 1970s, Dr. Jonas Salk himself admitted that the oral polio vaccine was causing polio. CDC data later confirmed that 100% of U.S. polio cases by 1989 were vaccine-induced.",0.0,0.0,1.0,81.0,Igbo,Facebook,Heather Lilianne Anderson,"Federal Capital Territory, Nigeria",2024,4,13,17,45,Saturday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfODU4MzU1ODczODE1OTQy,Platform_ID,Factual
